,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,actor_involved,전국관객수
9094,악질경찰,2019-03-20,2256615278,0.002,2256615278,262233,262233,833,22785,한국,한국,"청년필름(주),다이스필름(주)",워너브러더스 코리아(주),청소년관람불가,"범죄,드라마",이정범,"이선균,전소니,박해준,송영창,박병은,김민재,남문철,정가람,이유영,권오상,오희준,윤지온,임철수,장영승,남태부,박소은,선욱현,송부건,송요셉,김문찬,김민재,안지현,양준석,염문경,염선식,유하나,오창경,윤선혜,정재성,이정철,임형국,이종혁,김인숙,이주한,허린,김정수,김정우,김호연,김효민,황보정일,최정운,김연주,권정민,권한솔,이도국,김곽경희,이창호,이화연,노희중,한정훈,지화섭,김원식,문지홍,진우진,민대식,정영도,심영민,이한누리,이형구,이원,장태민,임종훈,양현진,박성희,송영섭,송용호,송재생,장율,한동원,황리한","이선균, 전소니, 박해준",2019,True,True,262233
9095,메리 포핀스 리턴즈,2019-02-14,1816281960,0.002,1816281960,224160,224160,573,11128,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"판타지,뮤지컬",롭 마샬,"에밀리 블런트,린-마누엘 미란다,벤 위쇼,에밀리 모티머,줄리 월터스,콜린 퍼스,메릴 스트립,딕 반 다이크,데이빗 워너,안젤라 랜스베리","에밀리 블런트, 린-마누엘 미란다, 벤 위쇼",2019,True,True,224160
9096,요로나의 저주,2019-04-17,1784935221,0.002,1784935221,202756,202756,620,18561,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),마이클 차베즈,"린다 카델리니,패트리시아 벨라즈퀘즈,레이몬드 크루즈,숀 패트릭 토마스","린다 카델리니, 패트리시아 벨라즈퀘즈, 레이몬드 크루즈",2019,True,True,202756
9097,어린 의뢰인,2019-05-22,1670427600,0.002,1670427600,202410,202410,671,17399,한국,한국,이스트드림시노펙스(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"드라마,가족",장규성,"이동휘,유선,최명빈,이주원,고수희,서정연,원현준,이나라,정준원,이현균,이지훈,이로운,이봄,정희태,양희원,장정연,박미리,강지현,고경희,도한나,김가은,서병철,김나경,박준희,손광익,배진아,김명신,백승철,신영주,변주현,신정섭,신혜정,김보경,오규택,김보연,오정우,오준호,김성준,옥주리,최민정,장규성,이주열,허승,이준형,장한나,제승현,조덕현,김호정,전정일,김종선,정규연,김시영,김시윤,조태일,정민석,고유림,구순모,권방현,길상우,이동영,정선희,이동욱,이미영,이현균,한대훈,임용순,한동희,김주황,이헌주,조은혁,정시후,도건후,주소망,나주호,주은옥,남종수,원현준,한희정,김태윤,유이,민정기,차준희,민효경,윤성욱,신나라,정준원,정지웅,신아정,안귀령,이황의,박지서,전은미,전하늘,백연재,백우재,오효진,신미림,하윤서,한갑수,부진설,한예성","이동휘, 유선, 최명빈",2019,True,True,197612
9098,천로역정: 천국을 찾아서,2019-06-13,1520948860,0.002,1520948860,199791,199791,381,5657,미국,미국,,"(재)CBS,주식회사 마운틴픽쳐스",전체관람가,"애니메이션,어드벤처",로버트 페르난데스,,,2019,True,False,191580
9099,우상,2019-03-20,1581839728,0.002,1581839728,183784,183784,900,18545,한국,한국,"리 공동체 영화사,(주)바른손",CGV아트하우스,15세이상관람가,스릴러,이수진,"한석규,설경구,천우희,김재화,현봉식,안다정,문순주,조병규,강말금,박경찬,강진경,강충훈,박민우,곽나연,민경진,민경진,권혁준,길창규,서주희,성도현,김동현,승의열,배진아,김명곤,신정섭,유광수,김병수,유승목,유승목,양희우,오누리,김서원,김선빈,김선중,김송일,이상민,정주현,이주원,최선규,이주현,최영경,장윤정,김재화,최유리,홍정희,조미초,김호,최윤정,김흥열,김수현,김희정,조대희,전진기,조윤정,이건창,주보라,이다슬,김영주,김미원,하민,이동훈,이영석,김성녀,김성모,김왕도,김술람,임정민,한다경,이예슬,이채,김지원,이우현,김정일,김종만,조영복,김향숙,김한준,김현룡,김혜화,김홍수,나라,명도진,원근수,주혜원,정우영,이윤희,이은,이인경,신동길,윤영섭,박기선,박명남,이강복,이지예,심은주,이한성,이순원,이순환,김윤호,안혜원,최은미,양현선,양현선,양지빈,박하은,오병남,임호경,설경구,백한영,임병열,홍주환,한석규,황민수,황주리,한우연","한석규, 설경구, 천우희",2019,True,True,183784
9100,자전차왕 엄복동,2019-02-27,1304861670,0.001,1304861670,172212,172212,624,11245,한국,한국,(주)셀트리온엔터테인먼트,(주)셀트리온엔터테인먼트,12세이상관람가,드라마,김유성,"정지훈,강소라,이범수,민효린,김희원,고창석,이시언,오민애,박진주,이정현,강덕중,강문봉,박근형,강인구,강희욱,강희중,고수희,박상원,박선주,구민혁,박성택,박영일,박용수,박재우,김규리,박태준,김동민,김동하,송재호,배창호,신철진,김민수,김병욱,김병철,유현식,오승희,윤병희,김수웅,임채선,최명빈,장근영,최석환,이서준,허유리,정혁진,김재열,이지민,김기범,조용현,김희진,이찬유,이지환,윤종구,정규민,정규호,조현수,이승철,이경영,고재성,김지성,최철수,구본규,권솔로,차순배,정석원,최환,기연호,김광오,채서원,이도용,김문학,김민건,김슬우,조두영,조무건,이창훈,김일우,김재선,김종재,이채원,이원종,김용진,노희국,김한울,조준,조준,이혜원,도용구,김태훈,우민제,한철우,주정원,문경현,노광규,김태현,이윤수,문두환,유영준,이으뜸,정동현,김원진,이은솔,유혁,차석호,차성제,왁스,박경화,김찬수,이장원,신수항,박병우,박병호,이정필,김진호,최대철,이정홍,최동익,최래선,정혜윤,김진우,이충구,박시후,안수민,이한들,이한위,이승로,이승로,이화랑,이영배,이영서,이예성,박정욱,박혜린,임지춘,염호정,전종헌,전해솔,서재홍,손지안,임형태,손한결,장도영,하재우,백태훈,박기범,홍성환,한성빈,황민우,한태일,함태인,김광수,윤대근","정지훈, 강소라, 이범수",2019,True,True,172212
9101,더 페이버릿: 여왕의 여자,2019-02-21,1380191276,0.001,1380191276,164372,164372,128,5748,미국,미국,,이십세기폭스코리아(주),15세이상관람가,드라마,요르고스 란티모스,"올리비아 콜맨,엠마 스톤,레이첼 와이즈,니콜라스 홀트,마크 게티스,조 알윈","올리비아 콜맨, 엠마 스톤, 레이첼 와이즈",2019,True,True,164372
9102,0.0MHz,2019-05-29,1088258860,0.001,1088258860,137294,137294,446,5998,한국,한국,(주)제이엠컬쳐스,(주)스마일이엔티,15세이상관람가,공포(호러),유선동,"정은지,이성열,최윤영,신주환,정원창,박명신,남관효,박대희,노혜영,서진석,김대현,신승민,신지혜,오규택,오세규,오제헌,김성우,김수진,이정수,이상찬,허현준,이성훈,김정연,홍주영,김호영,김정현,김효은,조승구,조용현,김승희,김승희,김시아,황지원,조지영,조지영,강성민,강태웅,이경환,구원회,최현욱,김진옥,김난희,김하니,김선정,김성채,한소연,이채린,김진효,이병수,조임원,노희성,한정원,이혜미,조창순,조희원,주민준,나소이,남정희,함사랑,김원식,정낙안,유희찬,정설리,정승필,윤수빈,김채민,윤영식,신하림,이태준,김진아,최원,양시열,서우린,임창록,서한별,홍의현,한소영,황연희,한정윤,박선영,한태규","정은지, 이성열, 최윤영",2019,True,True,137294
9103,바이스,2019-04-11,1158371984,0.001,1158371984,136483,136483,241,9835,미국,미국,,(주)콘텐츠판다,15세이상관람가,드라마,아담 맥케이,"크리스찬 베일,에이미 아담스,스티브 카렐,타일러 페리,샘 록웰","크리스찬 베일, 에이미 아담스, 스티브 카렐",2019,True,True,134925
9104,명탐정 코난:전율의 악보,2019-02-14,890692400,0.001,890692400,116059,116059,213,3254,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,미스터리",야마모토 야스이치로,"타카야마 미나미,야마자키 와카나,카미야 아키라","타카야마 미나미, 야마자키 와카나, 카미야 아키라",2019,True,True,116059
9105,로켓맨,2019-06-05,901676163,0.001,901676163,104809,104809,640,9781,영국,"영국,미국",,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,판타지",덱스터 플레처,"태런 에저튼,리처드 매든,브라이스 달라스 하워드,제이미 벨","태런 에저튼, 리처드 매든, 브라이스 달라스 하워드",2019,True,True,104408
9106,공포의 묘지,2019-04-10,894409836,0.001,894409836,102826,102826,564,11578,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러","케빈 콜쉬,데니스 위드미어","제이슨 클락,존 리스고,에이미 세이메츠","제이슨 클락, 존 리스고, 에이미 세이메츠",2019,True,True,102826
9107,크게 될 놈,2019-04-18,781972420,0.001,781972420,102374,102374,447,7901,한국,한국,밀짚모자영화사(주),(주)영화사오원,15세이상관람가,드라마,강지은,"김해숙,손호준,남보라,박원상,김영민,박경근,박대웅,동방우,박성남,구혜령,박영일,박준기,김남훈,손영호,박찬규,김도율,김도훈,신상열,김문식,봉신주,봉신주,안세하,유동균,김병순,김상구,윤단비,김상철,김성균,김성현,윤병희,김세인,윤승훈,강도윤,김은주,이상수,이상우,이정환,이상진,이상현,김재경,이상훈,이서한,장세현,권일,장준현,장진영,김형종,김혜란,이성훈,전성훈,이수민,황성호,이지훈,최재영,이진오,최재옥,김승준,김종호,조정훈,강기동,강두섭,정민규,강신곤,고건호,고창술,곽희찬,최태영,권영은,금송현,태정,김근수,김영주,김바울,김병윤,김사훈,이동희,이동희,김성윤,김세울,김왕근,김왕용,조명행,김자홍,이우진,이원종,조용민,이원찬,김하종,김해연,이상규,주석제,우도호,나수윤,남기쁨,우영택,우정환,우정환,유소연,유영래,진소현,유종희,정세연,정윤석,정수한,정자영,윤지용,정지만,신영진,이계준,신중혁,정현민,신현욱,이단,정호빈,이대은,이도은,이득신,최선병,이무녕,박승배,이태하,안문혁,이석원,이섭정,최승일,이한터,최영현,안홍찬,최우빈,이재현,이시헌,이영식,이욱진,최익준,박준관,이은호,최재웅,오정환,백봉기,최한규,최홍현,전용진,전재진,오도현,손지훈,석영훈,오창민,송시현,송영윤,성빈,송지수,백진환,박광수,홍성광,홍성만,홍성찬,임동우,홍정인,한동호,한승혁,한승현,한승현,한양희,황지훈,한웅기,황희,황희준,한정호,서동민,홍도성,홍동균,홍석우,박장호,박인수,박선우","김해숙, 손호준, 남보라",2019,True,True,102223
9108,콜드 체이싱,2019-02-20,777401607,0.001,777401607,101694,101694,480,7872,영국,영국,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",15세이상관람가,액션,한스 페터 몰란트,"리암 니슨,톰 베이트먼,윌리엄 포사이스,에미 로섬,로라 던,줄리아 존스","리암 니슨, 톰 베이트먼, 윌리엄 포사이스",2019,True,True,101694
9109,파이브 피트,2019-04-10,857897420,0.001,857897420,98661,98661,457,9413,미국,미국,,"(주)누리픽쳐스,케이티하이텔(주)",15세이상관람가,"드라마,멜로/로맨스",저스틴 밸도니,"콜 스프로즈,헤일리 루 리차드슨,클레어 폴라니,파민더 나그라,모이세스 아리아스","콜 스프로즈, 헤일리 루 리차드슨, 클레어 폴라니",2019,True,True,92713
9110,교회오빠,2019-05-16,760846650,0.001,760846650,94397,94397,200,4278,한국,한국,"KBS,커넥트픽쳐스(주)",커넥트픽쳐스(주),전체관람가,다큐멘터리,이호경,"이관희,오은주,이소연,박준오,안효빈,김석진,김은숙,이소연,김희철,이진희,황인경,권동진,김관옥,김문숙,김삼화,김양재,김양진,김지숙,김창복,이현희,주성길,유정임,정정희,이봉순,이승민,최원준,오은천,최한중,전제충,오명기,백승혁,백용현,석미진,신승윤,황성주,허현숙,이상윤","이관희, 오은주, 이소연",2019,True,True,92043
9111,아이 엠 마더,2019-04-11,774580700,0.001,774580700,94119,94119,213,8218,미국,미국,,"(주)삼백상회,(주)팬엔터테인먼트",15세이상관람가,"액션,드라마,스릴러",피에르 모렐,"제니퍼 가너,존 갤러거 주니어",,2019,True,False,94119
9112,레고 무비2,2019-02-06,682894040,0.001,682894040,88392,88392,442,4281,미국,"미국,덴마크,캐나다,노르웨이,호주",,워너브러더스 코리아(주),전체관람가,"애니메이션,액션,어드벤처",마이크 미첼,"크리스 프랫,엘리자베스 뱅크스,알리슨 브리,채닝 테이텀,스테파니 비트리즈,조나 힐,티파니 해디쉬,윌 아넷,닉 오퍼맨,찰리 데이,아르투로 카스트로","크리스 프랫, 엘리자베스 뱅크스, 알리슨 브리",2019,True,True,88105
9113,로망,2019-04-03,584233900,0.001,584233900,78784,78784,405,6603,한국,한국,"(주)제이지픽쳐스,(주)메이스엔터테인먼트",(주)메리크리스마스,전체관람가,멜로/로맨스,이창근,"이순재,정영숙,조한철,배해선,이예원,진선규,박보경,이규형,임철수,여무영,조아인,전유경,오명신,김기천,손정원,김민기,안지혜,김선욱,옥주리,이성현,김희진,김종원,이승준,고규필,진선규,김영경,김도은,김세원,정우석,김윤주,황춘하","이순재, 정영숙, 조한철",2019,True,True,72412
9114,"어쩌다, 결혼",2019-02-27,586584249,0.001,586584249,76746,76746,529,6849,한국,한국,(주)비에이엔터테인먼트,CGV아트하우스,12세이상관람가,"멜로/로맨스,코미디","박호찬,박수진","김동욱,고성희,황보라,김의성,임예진,염정아,한수현,이채은,김선영,차래형,김명준,손지현,이준혁,민무제,강신철,박수민,성현준,송수현,박희원,유승목,유승목,이정연,이정재,김의성,정종헌,장우성,현말금,홍수빈,홍유리,김정식,김홍기,조우진,조윤희,황승윤,정경화,정미경,김영아,김규선,김규선,김도하,김봉훈,김봉훈,문세린,정우성,문시니,정동찬,윤성찬,정은석,김찬욱,최고,이지향,김윤식,임강원,이우태,서상현,배진석,최현미,전시몬,탁우석,장은지,황소윤","김동욱, 고성희, 황보라",2019,True,True,76746
9115,호텔 뭄바이,2019-05-08,606408700,0.001,606408700,74034,74034,207,6329,호주,호주,,"글뫼 주식회사,(주)에스와이코마드",15세이상관람가,스릴러,앤소니 마라스,"데브 파텔,아미 해머,나자닌 보니아디,제이슨 아이삭스,아누팜 커","데브 파텔, 아미 해머, 나자닌 보니아디",2019,True,True,72950
